,District,Crop,Price Date,Crop Price (Rs per quintal)
5593,Dindigul,Coffee,Mar-2023,18285
5594,Dindigul,Coffee,Mar-2023,18360
5595,Dindigul,Coffee,Mar-2023,18295
5596,Dindigul,Coffee,Mar-2023,18400
5597,Dindigul,Coffee,Mar-2023,18345
5598,Dindigul,Coffee,Mar-2023,18260
5599,Dindigul,Coffee,Mar-2023,18275
5600,Dindigul,Coffee,Mar-2023,18375
5601,Dindigul,Coffee,Mar-2023,18245
5602,Dindigul,Coffee,Mar-2023,18235
5603,Dindigul,Coffee,Mar-2023,18315
5604,Dindigul,Coffee,Mar-2023,18235
5605,Dindigul,Coffee,Mar-2023,18390
5606,Dindigul,Coffee,Mar-2023,18295
5607,Dindigul,Coffee,Mar-2023,18265
5608,Dindigul,Coffee,Mar-2023,18395
5609,Dindigul,Coffee,Mar-2023,18395
5610,Dindigul,Coffee,Mar-2023,18340
5611,Dindigul,Coffee,Mar-2023,18355
5612,Dindigul,Coffee,Mar-2023,18345
5613,Dindigul,Coffee,Mar-2023,18425
5614,Dindigul,Coffee,Mar-2023,18310
5615,Dindigul,Coffee,Mar-2023,18355
5616,Dindigul,Coffee,Mar-2023,18355
5617,Dindigul,Coffee,Mar-2023,18255
5618,Dindigul,Coffee,Mar-2023,18270
5619,Dindigul,Coffee,Mar-2023,18430
5620,Dindigul,Coffee,Mar-2023,18285
5621,Dindigul,Coffee,Mar-2023,18310
5622,Dindigul,Coffee,Mar-2023,18365
5623,Dindigul,Coffee,Mar-2023,18360
5624,Dindigul,Coffee,Mar-2023,18340
5625,Dindigul,Coffee,Mar-2023,18390
5626,Dindigul,Coffee,Mar-2023,18390
5627,Dindigul,Coffee,Mar-2023,18305
5628,Dindigul,Coffee,Mar-2023,18280
5629,Dindigul,Coffee,Mar-2023,18370
5630,Dindigul,Coffee,Mar-2023,18400
5631,Dindigul,Coffee,Mar-2023,18425
5632,Dindigul,Coffee,Mar-2023,18255
5633,Dindigul,Coffee,Mar-2023,18305
5634,Dindigul,Coffee,Mar-2023,18270
5635,Dindigul,Coffee,Mar-2023,18270
5636,Dindigul,Coffee,Mar-2023,18365
5637,Dindigul,Coffee,Mar-2023,18395
5638,Dindigul,Coffee,Mar-2023,18435
5639,Dindigul,Coffee,Mar-2023,18395
5640,Dindigul,Coffee,Mar-2023,18395
5641,Dindigul,Coffee,Mar-2023,18400
5642,Dindigul,Coffee,Mar-2023,18235
5643,Dindigul,Coffee,Mar-2023,18315
5644,Dindigul,Coffee,Mar-2023,18345
5645,Dindigul,Coffee,Mar-2023,18345
5646,Dindigul,Coffee,Mar-2023,18425
5647,Dindigul,Coffee,Mar-2023,18385
5648,Dindigul,Coffee,Mar-2023,18265
5649,Dindigul,Coffee,Mar-2023,18265
5650,Dindigul,Coffee,Mar-2023,18270
5651,Dindigul,Coffee,Mar-2023,18295
5652,Dindigul,Coffee,Mar-2023,18410
5653,Dindigul,Coffee,Mar-2023,18330
5654,Dindigul,Coffee,Mar-2023,18420
5655,Dindigul,Coffee,Mar-2023,18280
5656,Dindigul,Coffee,Mar-2023,18245
5657,Dindigul,Coffee,Mar-2023,18325
5658,Dindigul,Coffee,Mar-2023,18335
5659,Dindigul,Coffee,Mar-2023,18250
5660,Dindigul,Coffee,Mar-2023,18425
5661,Dindigul,Coffee,Mar-2023,18325
5662,Dindigul,Coffee,Mar-2023,18240
5663,Dindigul,Coffee,Mar-2023,18365
5664,Dindigul,Coffee,Mar-2023,18315
5665,Dindigul,Coffee,Mar-2023,18365
5666,Dindigul,Coffee,Mar-2023,18405
5667,Dindigul,Coffee,Mar-2023,18335
5668,Dindigul,Coffee,Mar-2023,18360
5669,Dindigul,Coffee,Mar-2023,18315
5670,Dindigul,Coffee,Mar-2023,18290
5671,Dindigul,Coffee,Mar-2023,18240
5672,Dindigul,Coffee,Mar-2023,18395
5673,Dindigul,Coffee,Mar-2023,18395
5674,Dindigul,Coffee,Mar-2023,18345
5675,Dindigul,Coffee,Mar-2023,18350
5676,Dindigul,Coffee,Mar-2023,18395
5677,Dindigul,Coffee,Mar-2023,18325
5678,Dindigul,Coffee,Mar-2023,18240
5679,Dindigul,Coffee,Mar-2023,18255
5680,Dindigul,Coffee,Mar-2023,18320
5681,Dindigul,Coffee,Mar-2023,18260
5682,Dindigul,Cotton,Jan-2019,5660
5683,Dindigul,Cotton,Jan-2019,5740
5684,Dindigul,Cotton,Jan-2019,5660
5685,Dindigul,Cotton,Feb-2019,5725
5686,Dindigul,Cotton,Feb-2019,5650
5687,Dindigul,Cotton,Feb-2019,5695
5688,Dindigul,Cotton,Feb-2019,5625
5689,Dindigul,Cotton,Mar-2019,5585
5690,Dindigul,Cotton,Mar-2019,5730
5691,Dindigul,Cotton,Mar-2019,5650
5692,Dindigul,Cotton,Apr-2019,5605
5693,Dindigul,Cotton,Apr-2019,5720
5694,Dindigul,Cotton,Apr-2019,5595
5695,Dindigul,Cotton,May-2019,5770
5696,Dindigul,Cotton,May-2019,5630
5697,Dindigul,Cotton,May-2019,5655
5698,Dindigul,Cotton,Jun-2019,5675
5699,Dindigul,Cotton,Jun-2019,5595
5700,Dindigul,Cotton,Jun-2019,5630
5701,Dindigul,Cotton,Jul-2019,5700
5702,Dindigul,Cotton,Jul-2019,5670
5703,Dindigul,Cotton,Jul-2019,5765
5704,Dindigul,Cotton,Aug-2019,5690
5705,Dindigul,Cotton,Aug-2019,5635
5706,Dindigul,Cotton,Aug-2019,5635
5707,Dindigul,Cotton,Sep-2019,5665
5708,Dindigul,Cotton,Sep-2019,5630
5709,Dindigul,Cotton,Sep-2019,5705
5710,Dindigul,Cotton,Oct-2019,5735
5711,Dindigul,Cotton,Oct-2019,5685
5712,Dindigul,Cotton,Oct-2019,5705
5713,Dindigul,Cotton,Nov-2019,5585
5714,Dindigul,Cotton,Nov-2019,5655
5715,Dindigul,Cotton,Nov-2019,5715
5716,Dindigul,Cotton,Nov-2019,5745
5717,Dindigul,Cotton,Dec-2019,5600
5718,Dindigul,Cotton,Dec-2019,5660
5719,Dindigul,Cotton,Dec-2019,5645
5720,Dindigul,Cotton,Jan-2020,5660
5721,Dindigul,Cotton,Jan-2020,5625
5722,Dindigul,Cotton,Jan-2020,5735
5723,Dindigul,Cotton,Feb-2020,5705
5724,Dindigul,Cotton,Feb-2020,5705
5725,Dindigul,Cotton,Feb-2020,5585
5726,Dindigul,Cotton,Mar-2020,5760
5727,Dindigul,Cotton,Mar-2020,5740
5728,Dindigul,Cotton,Mar-2020,5725
5729,Dindigul,Cotton,Apr-2020,5590
5730,Dindigul,Cotton,Apr-2020,5710
5731,Dindigul,Cotton,Apr-2020,5775
5732,Dindigul,Cotton,May-2020,5585
5733,Dindigul,Cotton,May-2020,5715
5734,Dindigul,Cotton,May-2020,5760
5735,Dindigul,Cotton,Jun-2020,5640
5736,Dindigul,Cotton,Jun-2020,5705
5737,Dindigul,Cotton,Jun-2020,5680
5738,Dindigul,Cotton,Jul-2020,5770
5739,Dindigul,Cotton,Jul-2020,5740
5740,Dindigul,Cotton,Jul-2020,5775
5741,Dindigul,Cotton,Jul-2020,5705
5742,Dindigul,Cotton,Aug-2020,5660
5743,Dindigul,Cotton,Aug-2020,5740
5744,Dindigul,Cotton,Aug-2020,5675
5745,Dindigul,Cotton,Sep-2020,5695
5746,Dindigul,Cotton,Sep-2020,5705
5747,Dindigul,Cotton,Sep-2020,5710
5748,Dindigul,Cotton,Oct-2020,5700
5749,Dindigul,Cotton,Oct-2020,5665
5750,Dindigul,Cotton,Oct-2020,5605
5751,Dindigul,Cotton,Nov-2020,5600
5752,Dindigul,Cotton,Nov-2020,5780
5753,Dindigul,Cotton,Nov-2020,5655
5754,Dindigul,Cotton,Dec-2020,5585
5755,Dindigul,Cotton,Dec-2020,5720
5756,Dindigul,Cotton,Dec-2020,5760
5757,Dindigul,Cotton,Jan-2021,5770
5758,Dindigul,Cotton,Jan-2021,5655
5759,Dindigul,Cotton,Jan-2021,5590
5760,Dindigul,Cotton,Feb-2021,5685
5761,Dindigul,Cotton,Feb-2021,5695
5762,Dindigul,Cotton,Feb-2021,5735
5763,Dindigul,Cotton,Mar-2021,5670
5764,Dindigul,Cotton,Mar-2021,5680
5765,Dindigul,Cotton,Mar-2021,5730
5766,Dindigul,Cotton,Apr-2021,5735
5767,Dindigul,Cotton,Apr-2021,5690
5768,Dindigul,Cotton,Apr-2021,5635
5769,Dindigul,Cotton,May-2021,5705
5770,Dindigul,Cotton,May-2021,5635
5771,Dindigul,Cotton,May-2021,5685
5772,Dindigul,Cotton,Jun-2021,5655
5773,Dindigul,Cotton,Jun-2021,5680
5774,Dindigul,Cotton,Jun-2021,5725
5775,Dindigul,Cotton,Jul-2021,5590
5776,Dindigul,Cotton,Jul-2021,5755
5777,Dindigul,Cotton,Jul-2021,5685
5778,Dindigul,Cotton,Jul-2021,5615
5779,Dindigul,Cotton,Aug-2021,5720
5780,Dindigul,Cotton,Aug-2021,5665
5781,Dindigul,Cotton,Aug-2021,5730
5782,Dindigul,Cotton,Sep-2021,5595
5783,Dindigul,Cotton,Sep-2021,5595
5784,Dindigul,Cotton,Sep-2021,5775
5785,Dindigul,Cotton,Oct-2021,5740
5786,Dindigul,Cotton,Oct-2021,5675
5787,Dindigul,Cotton,Oct-2021,5695
5788,Dindigul,Cotton,Nov-2021,5780
5789,Dindigul,Cotton,Nov-2021,5645
5790,Dindigul,Cotton,Nov-2021,5645
5791,Dindigul,Cotton,Dec-2021,5720
5792,Dindigul,Cotton,Dec-2021,5675
5793,Dindigul,Cotton,Dec-2021,5690
5794,Dindigul,Cotton,Jan-2022,5725
5795,Dindigul,Cotton,Jan-2022,5625
5796,Dindigul,Cotton,Jan-2022,5760
5797,Dindigul,Cotton,Feb-2022,5695
5798,Dindigul,Cotton,Feb-2022,5675
5799,Dindigul,Cotton,Feb-2022,5630
5800,Dindigul,Cotton,Mar-2022,5700
5801,Dindigul,Cotton,Mar-2022,5725
5802,Dindigul,Cotton,Mar-2022,5640
5803,Dindigul,Cotton,Apr-2022,5750
5804,Dindigul,Cotton,Apr-2022,5675
5805,Dindigul,Cotton,Apr-2022,5750
5806,Dindigul,Cotton,May-2022,5735
5807,Dindigul,Cotton,May-2022,5715
5808,Dindigul,Cotton,May-2022,5725
5809,Dindigul,Cotton,Jun-2022,5700
5810,Dindigul,Cotton,Jun-2022,5730
5811,Dindigul,Cotton,Jun-2022,5615
5812,Dindigul,Cotton,Jun-2022,5720
5813,Dindigul,Cotton,Jul-2022,5720
5814,Dindigul,Cotton,Jul-2022,5605
5815,Dindigul,Cotton,Jul-2022,5770
5816,Dindigul,Cotton,Aug-2022,5660
5817,Dindigul,Cotton,Aug-2022,5640
5818,Dindigul,Cotton,Aug-2022,5640
5819,Dindigul,Cotton,Sep-2022,5670
5820,Dindigul,Cotton,Sep-2022,5595
5821,Dindigul,Cotton,Sep-2022,5645
5822,Dindigul,Cotton,Oct-2022,5585
5823,Dindigul,Cotton,Oct-2022,5595
5824,Dindigul,Cotton,Oct-2022,5745
5825,Dindigul,Cotton,Nov-2022,5705
5826,Dindigul,Cotton,Nov-2022,5735
5827,Dindigul,Cotton,Nov-2022,5775
5828,Dindigul,Cotton,Dec-2022,5740
5829,Dindigul,Cotton,Dec-2022,5740
5830,Dindigul,Cotton,Dec-2022,5650
5831,Dindigul,Cotton,Jan-2023,5610
5832,Dindigul,Cotton,Jan-2023,5680
5833,Dindigul,Cotton,Jan-2023,5675
5834,Dindigul,Cotton,Feb-2023,5705
5835,Dindigul,Cotton,Feb-2023,5635
5836,Dindigul,Cotton,Feb-2023,5730
5837,Dindigul,Cotton,Mar-2023,5645
5838,Dindigul,Cotton,Mar-2023,5615
5839,Dindigul,Cotton,Mar-2023,5600
5840,Dindigul,Green Gram,Jan-2018,5325
5841,Dindigul,Green Gram,Jan-2018,5235
5842,Dindigul,Green Gram,Jan-2018,5320
5843,Dindigul,Green Gram,Feb-2018,5280
5844,Dindigul,Green Gram,Feb-2018,5155
5845,Dindigul,Green Gram,Feb-2018,5300
5846,Dindigul,Green Gram,Mar-2018,5320
5847,Dindigul,Green Gram,Mar-2018,5295
5848,Dindigul,Green Gram,Mar-2018,5290
5849,Dindigul,Green Gram,Apr-2018,5240
5850,Dindigul,Green Gram,Apr-2018,5150
5851,Dindigul,Green Gram,Apr-2018,5185
5852,Dindigul,Green Gram,May-2018,5315
5853,Dindigul,Green Gram,May-2018,5245
5854,Dindigul,Green Gram,Jun-2018,5220
5855,Dindigul,Green Gram,Jun-2018,5310
5856,Dindigul,Green Gram,Jun-2018,5270
5857,Dindigul,Green Gram,Jul-2018,5305
5858,Dindigul,Green Gram,Jul-2018,5295
5859,Dindigul,Green Gram,Aug-2018,5300
5860,Dindigul,Green Gram,Aug-2018,5160
5861,Dindigul,Green Gram,Sep-2018,5345
5862,Dindigul,Green Gram,Sep-2018,5300
5863,Dindigul,Green Gram,Oct-2018,5285
5864,Dindigul,Green Gram,Nov-2018,5195
5865,Dindigul,Green Gram,Dec-2018,5275
5866,Dindigul,Green Gram,Dec-2018,5295
5867,Dindigul,Green Gram,Jan-2019,5230
5868,Dindigul,Green Gram,Jan-2019,5165
5869,Dindigul,Green Gram,Jan-2019,5285
5870,Dindigul,Green Gram,Feb-2019,5325
5871,Dindigul,Green Gram,Feb-2019,5255
5872,Dindigul,Green Gram,Feb-2019,5335
5873,Dindigul,Green Gram,Feb-2019,5185
5874,Dindigul,Green Gram,Mar-2019,5145
5875,Dindigul,Green Gram,Mar-2019,5160
5876,Dindigul,Green Gram,Mar-2019,5255
5877,Dindigul,Green Gram,Apr-2019,5275
5878,Dindigul,Green Gram,Apr-2019,5335
5879,Dindigul,Green Gram,Apr-2019,5325
5880,Dindigul,Green Gram,May-2019,5220
5881,Dindigul,Green Gram,May-2019,5145
5882,Dindigul,Green Gram,Jun-2019,5240
5883,Dindigul,Green Gram,Jun-2019,5200
5884,Dindigul,Green Gram,Jun-2019,5320
5885,Dindigul,Green Gram,Jul-2019,5235
5886,Dindigul,Green Gram,Jul-2019,5155
5887,Dindigul,Green Gram,Aug-2019,5325
5888,Dindigul,Green Gram,Aug-2019,5255
5889,Dindigul,Green Gram,Sep-2019,5240
5890,Dindigul,Green Gram,Sep-2019,5220
5891,Dindigul,Green Gram,Oct-2019,5260
5892,Dindigul,Green Gram,Oct-2019,5175
5893,Dindigul,Green Gram,Nov-2019,5240
5894,Dindigul,Green Gram,Nov-2019,5175
5895,Dindigul,Green Gram,Nov-2019,5185
5896,Dindigul,Green Gram,Dec-2019,5215
5897,Dindigul,Green Gram,Dec-2019,5320
5898,Dindigul,Green Gram,Jan-2020,5300
5899,Dindigul,Green Gram,Jan-2020,5205
5900,Dindigul,Green Gram,Feb-2020,5195
5901,Dindigul,Green Gram,Feb-2020,5340
5902,Dindigul,Green Gram,Feb-2020,5260
5903,Dindigul,Green Gram,Mar-2020,5225
5904,Dindigul,Green Gram,Mar-2020,5195
5905,Dindigul,Green Gram,Mar-2020,5210
5906,Dindigul,Green Gram,Apr-2020,5330
5907,Dindigul,Green Gram,Apr-2020,5250
5908,Dindigul,Green Gram,May-2020,5230
5909,Dindigul,Green Gram,May-2020,5335
5910,Dindigul,Green Gram,May-2020,5270
5911,Dindigul,Green Gram,Jun-2020,5330
5912,Dindigul,Green Gram,Jun-2020,5270
5913,Dindigul,Green Gram,Jul-2020,5205
5914,Dindigul,Green Gram,Jul-2020,5185
5915,Dindigul,Green Gram,Aug-2020,5200
5916,Dindigul,Green Gram,Aug-2020,5310
5917,Dindigul,Green Gram,Sep-2020,5195
5918,Dindigul,Green Gram,Sep-2020,5185
5919,Dindigul,Green Gram,Nov-2020,5280
5920,Dindigul,Green Gram,Dec-2020,5255
5921,Dindigul,Green Gram,Jan-2021,5170
5922,Dindigul,Green Gram,Feb-2021,5335
5923,Dindigul,Green Gram,Feb-2021,5160
5924,Dindigul,Green Gram,Mar-2021,5170
5925,Dindigul,Green Gram,Apr-2021,5270
5926,Dindigul,Green Gram,May-2021,5255
5927,Dindigul,Green Gram,Jun-2021,5215
5928,Dindigul,Green Gram,Jun-2021,5310
5929,Dindigul,Green Gram,Jan-2022,5205
5930,Dindigul,Green Gram,Feb-2022,5225
5931,Dindigul,Green Gram,Feb-2022,5320
5932,Dindigul,Green Gram,Mar-2022,5250
5933,Dindigul,Green Gram,Mar-2022,5245
5934,Dindigul,Green Gram,Mar-2022,5245
5935,Dindigul,Green Gram,Apr-2022,5315
5936,Dindigul,Green Gram,Apr-2022,5265
5937,Dindigul,Green Gram,May-2022,5170
5938,Dindigul,Green Gram,May-2022,5240
5939,Dindigul,Green Gram,Jun-2022,5300
5940,Dindigul,Green Gram,Jun-2022,5230
5941,Dindigul,Green Gram,Jul-2022,5250
5942,Dindigul,Green Gram,Aug-2022,5155
5943,Dindigul,Green Gram,Oct-2022,5340
5944,Dindigul,Green Gram,Dec-2022,5200
5945,Dindigul,Green Gram,Jan-2023,5205
5946,Dindigul,Green Gram,Jan-2023,5295
5947,Dindigul,Green Gram,Feb-2023,5220
5948,Dindigul,Green Gram,Feb-2023,5180
5949,Dindigul,Green Gram,Mar-2023,5225
5950,Dindigul,Green Gram,Mar-2023,5195
5951,Dindigul,Maize,Jan-2019,1935
5952,Dindigul,Maize,Jan-2019,1830
5953,Dindigul,Maize,Jan-2019,1895
5954,Dindigul,Maize,Feb-2019,1765
5955,Dindigul,Maize,Feb-2019,1845
5956,Dindigul,Maize,Mar-2019,1940
5957,Dindigul,Maize,Mar-2019,1800
5958,Dindigul,Maize,Apr-2019,1815
5959,Dindigul,Maize,Apr-2019,1960
5960,Dindigul,Maize,May-2019,1955
5961,Dindigul,Maize,May-2019,1915
5962,Dindigul,Maize,May-2019,1815
5963,Dindigul,Maize,Jun-2019,1920
5964,Dindigul,Maize,Jun-2019,1795
5965,Dindigul,Maize,Jul-2019,1915
5966,Dindigul,Maize,Jul-2019,1885
5967,Dindigul,Maize,Aug-2019,1855
5968,Dindigul,Maize,Aug-2019,1855
5969,Dindigul,Maize,Aug-2019,1830
5970,Dindigul,Maize,Sep-2019,1960
5971,Dindigul,Maize,Sep-2019,1890
5972,Dindigul,Maize,Oct-2019,1850
5973,Dindigul,Maize,Oct-2019,1770
5974,Dindigul,Maize,Nov-2019,1810
5975,Dindigul,Maize,Nov-2019,1865
5976,Dindigul,Maize,Dec-2019,1915
5977,Dindigul,Maize,Dec-2019,1830
5978,Dindigul,Maize,Jan-2020,1870
5979,Dindigul,Maize,Jan-2020,1870
5980,Dindigul,Maize,Jan-2020,1855
5981,Dindigul,Maize,Feb-2020,1900
5982,Dindigul,Maize,Feb-2020,1955
5983,Dindigul,Maize,Mar-2020,1875
5984,Dindigul,Maize,Mar-2020,1790
5985,Dindigul,Maize,Apr-2020,1800
5986,Dindigul,Maize,Apr-2020,1910
5987,Dindigul,Maize,May-2020,1865
5988,Dindigul,Maize,May-2020,1885
5989,Dindigul,Maize,May-2020,1930
5990,Dindigul,Maize,Jun-2020,1930
5991,Dindigul,Maize,Jun-2020,1890
5992,Dindigul,Maize,Jul-2020,1805
5993,Dindigul,Maize,Jul-2020,1910
5994,Dindigul,Maize,Aug-2020,1875
5995,Dindigul,Maize,Aug-2020,1935
5996,Dindigul,Maize,Sep-2020,1850
5997,Dindigul,Maize,Sep-2020,1850
5998,Dindigul,Maize,Sep-2020,1915
5999,Dindigul,Maize,Oct-2020,1790
6000,Dindigul,Maize,Oct-2020,1885
6001,Dindigul,Maize,Nov-2020,1870
6002,Dindigul,Maize,Nov-2020,1830
6003,Dindigul,Maize,Dec-2020,1855
6004,Dindigul,Maize,Dec-2020,1810
6005,Dindigul,Maize,Dec-2020,1790
6006,Dindigul,Maize,Jan-2021,1825
6007,Dindigul,Maize,Jan-2021,1900
6008,Dindigul,Maize,Feb-2021,1945
6009,Dindigul,Maize,Feb-2021,1910
6010,Dindigul,Maize,Mar-2021,1800
6011,Dindigul,Maize,Mar-2021,1905
6012,Dindigul,Maize,Apr-2021,1945
6013,Dindigul,Maize,Apr-2021,1900
6014,Dindigul,Maize,Apr-2021,1945
6015,Dindigul,Maize,May-2021,1920
6016,Dindigul,Maize,May-2021,1840
6017,Dindigul,Maize,Jun-2021,1780
6018,Dindigul,Maize,Jun-2021,1945
6019,Dindigul,Maize,Jul-2021,1950
6020,Dindigul,Maize,Jul-2021,1765
6021,Dindigul,Maize,Aug-2021,1820
6022,Dindigul,Maize,Aug-2021,1785
6023,Dindigul,Maize,Aug-2021,1820
6024,Dindigul,Maize,Sep-2021,1820
6025,Dindigul,Maize,Sep-2021,1935
6026,Dindigul,Maize,Oct-2021,1835
6027,Dindigul,Maize,Oct-2021,1820
6028,Dindigul,Maize,Nov-2021,1875
6029,Dindigul,Maize,Nov-2021,1840
6030,Dindigul,Maize,Nov-2021,1900
6031,Dindigul,Maize,Dec-2021,1870
6032,Dindigul,Maize,Dec-2021,1775
6033,Dindigul,Maize,Jan-2022,1840
6034,Dindigul,Maize,Jan-2022,1875
6035,Dindigul,Maize,Feb-2022,1805
6036,Dindigul,Maize,Feb-2022,1785
6037,Dindigul,Maize,Mar-2022,1775
6038,Dindigul,Maize,Mar-2022,1765
6039,Dindigul,Maize,Mar-2022,1905
6040,Dindigul,Maize,Apr-2022,1930
6041,Dindigul,Maize,Apr-2022,1940
6042,Dindigul,Maize,May-2022,1900
6043,Dindigul,Maize,May-2022,1800
6044,Dindigul,Maize,Jun-2022,1790
6045,Dindigul,Maize,Jun-2022,1775
6046,Dindigul,Maize,Jul-2022,1905
6047,Dindigul,Maize,Jul-2022,1795
6048,Dindigul,Maize,Jul-2022,1805
6049,Dindigul,Maize,Aug-2022,1810
6050,Dindigul,Maize,Aug-2022,1920
6051,Dindigul,Maize,Sep-2022,1805
6052,Dindigul,Maize,Sep-2022,1870
6053,Dindigul,Maize,Oct-2022,1830
6054,Dindigul,Maize,Oct-2022,1820
6055,Dindigul,Maize,Nov-2022,1875
6056,Dindigul,Maize,Nov-2022,1865
6057,Dindigul,Maize,Nov-2022,1845
6058,Dindigul,Maize,Dec-2022,1815
6059,Dindigul,Maize,Dec-2022,1830
6060,Dindigul,Maize,Jan-2023,1780
6061,Dindigul,Maize,Jan-2023,1875
6062,Dindigul,Maize,Feb-2023,1915
6063,Dindigul,Maize,Feb-2023,1800
6064,Dindigul,Maize,Mar-2023,1835
6065,Dindigul,Maize,Mar-2023,1920
6066,Dindigul,Maize,Mar-2023,1780
6067,Dindigul,Red Gram,Feb-2001,4350
6068,Dindigul,Red Gram,Feb-2001,4335
6069,Dindigul,Red Gram,Mar-2001,4315
6070,Dindigul,Red Gram,Aug-2002,4485
6071,Dindigul,Red Gram,Mar-2003,4360
6072,Dindigul,Red Gram,Oct-2003,4490
6073,Dindigul,Red Gram,Apr-2004,4450
6074,Dindigul,Red Gram,Mar-2005,4480
6075,Dindigul,Red Gram,Feb-2006,4405
6076,Dindigul,Red Gram,Jul-2006,4405
6077,Dindigul,Red Gram,Mar-2007,4370
6078,Dindigul,Red Gram,Jul-2007,4470
6079,Dindigul,Red Gram,Feb-2008,4455
6080,Dindigul,Red Gram,Mar-2008,4350
6081,Dindigul,Red Gram,Jan-2009,4470
6082,Dindigul,Red Gram,Feb-2009,4405
6083,Dindigul,Red Gram,Mar-2009,4470
6084,Dindigul,Red Gram,Feb-2010,4500
6085,Dindigul,Red Gram,Mar-2011,4445
6086,Dindigul,Red Gram,Oct-2011,4485
6087,Dindigul,Red Gram,Apr-2012,4485
6088,Dindigul,Red Gram,Feb-2013,4440
6089,Dindigul,Red Gram,Apr-2013,4365
6090,Dindigul,Red Gram,Mar-2014,4370
6091,Dindigul,Red Gram,Feb-2015,4310
6092,Dindigul,Red Gram,Mar-2015,4365
6093,Dindigul,Red Gram,Feb-2016,4445
6094,Dindigul,Red Gram,Feb-2016,4360
6095,Dindigul,Red Gram,Feb-2016,4430
6096,Dindigul,Red Gram,Feb-2016,4440
6097,Dindigul,Red Gram,Feb-2016,4375
6098,Dindigul,Red Gram,Mar-2016,4345
6099,Dindigul,Red Gram,Mar-2016,4480
6100,Dindigul,Red Gram,Mar-2016,4360
6101,Dindigul,Red Gram,Aug-2016,4325
6102,Dindigul,Red Gram,Jan-2017,4325
6103,Dindigul,Red Gram,Jan-2017,4410
6104,Dindigul,Red Gram,Feb-2017,4445
6105,Dindigul,Red Gram,Feb-2017,4365
6106,Dindigul,Red Gram,Feb-2017,4480
6107,Dindigul,Red Gram,Feb-2017,4385
6108,Dindigul,Red Gram,Mar-2017,4325
6109,Dindigul,Red Gram,Mar-2017,4350
6110,Dindigul,Red Gram,Mar-2017,4465
6111,Dindigul,Red Gram,Mar-2017,4445
6112,Dindigul,Red Gram,Mar-2017,4465
6113,Dindigul,Red Gram,Mar-2017,4425
6114,Dindigul,Red Gram,Mar-2017,4370
6115,Dindigul,Red Gram,Apr-2017,4320
6116,Dindigul,Red Gram,Apr-2017,4310
6117,Dindigul,Red Gram,Apr-2017,4500
6118,Dindigul,Red Gram,Apr-2017,4325
6119,Dindigul,Red Gram,May-2017,4305
6120,Dindigul,Red Gram,Jun-2017,4470
6121,Dindigul,Red Gram,Oct-2017,4430
6122,Dindigul,Red Gram,Jan-2018,4505
6123,Dindigul,Red Gram,Feb-2018,4480
6124,Dindigul,Red Gram,Feb-2018,4480
6125,Dindigul,Red Gram,Feb-2018,4480
6126,Dindigul,Red Gram,Mar-2018,4430
6127,Dindigul,Red Gram,Apr-2018,4485
6128,Dindigul,Red Gram,May-2018,4360
6129,Dindigul,Red Gram,Aug-2018,4430
6130,Dindigul,Red Gram,Jan-2019,4355
6131,Dindigul,Red Gram,Jan-2019,4380
6132,Dindigul,Red Gram,Jan-2019,4335
6133,Dindigul,Red Gram,Feb-2019,4400
6134,Dindigul,Red Gram,Mar-2019,4345
6135,Dindigul,Red Gram,Aug-2019,4345
6136,Dindigul,Red Gram,Feb-2020,4375
6137,Dindigul,Red Gram,Nov-2020,4320
6138,Dindigul,Red Gram,Jan-2021,4395
6139,Dindigul,Red Gram,Jan-2021,4445
6140,Dindigul,Red Gram,Mar-2021,4355
6141,Dindigul,Red Gram,Apr-2021,4355
6142,Dindigul,Red Gram,Apr-2021,4470
6143,Dindigul,Red Gram,May-2021,4340
6144,Dindigul,Red Gram,Jun-2021,4335
6145,Dindigul,Red Gram,Jun-2021,4440
6146,Dindigul,Red Gram,Jul-2021,4440
6147,Dindigul,Red Gram,Aug-2021,4485
6148,Dindigul,Red Gram,Aug-2021,4470
6149,Dindigul,Red Gram,Sep-2021,4395
6150,Dindigul,Red Gram,Sep-2021,4500
6151,Dindigul,Red Gram,Oct-2021,4345
6152,Dindigul,Red Gram,Nov-2021,4420
6153,Dindigul,Red Gram,Dec-2021,4365
6154,Dindigul,Red Gram,Jan-2022,4370
6155,Dindigul,Red Gram,Feb-2022,4480
6156,Dindigul,Red Gram,Feb-2022,4345
6157,Dindigul,Red Gram,Feb-2022,4455
6158,Dindigul,Red Gram,Feb-2022,4385
6159,Dindigul,Red Gram,Mar-2022,4455
6160,Dindigul,Red Gram,Mar-2022,4465
6161,Dindigul,Red Gram,Mar-2022,4390
6162,Dindigul,Red Gram,Mar-2022,4355
6163,Dindigul,Red Gram,Apr-2022,4340
6164,Dindigul,Red Gram,Jun-2022,4375
6165,Dindigul,Red Gram,Jul-2022,4355
6166,Dindigul,Red Gram,Oct-2022,4325
6167,Dindigul,Red Gram,Nov-2022,4450
6168,Dindigul,Red Gram,Dec-2022,4380
6169,Dindigul,Red Gram,Dec-2022,4450
6170,Dindigul,Red Gram,Jan-2023,4455
6171,Dindigul,Red Gram,Feb-2023,4505
6172,Dindigul,Red Gram,Feb-2023,4315
